,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
5049,False,571891,Pokémon the Movie: Mewtwo Strikes Back - Evolution,ja,ミュウツーの逆襲 EVOLUTION,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",3.9757,2019-07-12,False,False,6.74,577
5050,False,14830,Doctor Strange,en,Doctor Strange,"Dr. Stephen Strange embarks on a wondrous journey to the heights of a Tibetan mountain, where he seeks healing at the feet of the mysterious Ancient One.",3.9259,2007-08-14,False,False,6.741,357
5051,False,10952,New Jack City,en,New Jack City,"A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.",3.6509,1991-03-08,False,False,6.74,635
5052,False,10846,The Tiger and the Snow,it,La tigre e la neve,"Love and injury in time of war. Attilio de Giovanni teaches poetry in Italy. He has a romantic soul, and women love him. But he is in love with Vittoria, and the love is unrequited. Every night he dreams of marrying her, in his boxer shorts and t-shirt, as Tom Waits sings. Vittoria travels to Iraq with her friend, Fuad, a poet; they are there with the second Gulf War breaks out. Vittoria is injured. Attilio must get to her side, and then, as war rages around him, he must find her the medical care she needs. In war, does love conquer all?",2.0347,2005-10-14,False,False,6.7,505
5053,False,7219,Zombie Flesh Eaters,it,Zombi 2,"After an abandoned boat sails into New York harbor with a zombie aboard, a reporter teams up with the daughter of the boat's missing captain to investigate the island where he was last seen conducting research—the site of an alleged zombie outbreak.",2.6586,1979-08-25,False,False,6.7,694
5054,False,798286,Beau Is Afraid,en,Beau Is Afraid,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic odyssey back home.",9.0061,2023-04-14,False,False,6.739,1399
5055,False,755566,Day Shift,en,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,9.1716,2022-08-05,False,False,6.739,2274
5056,False,458594,Peppermint,en,Peppermint,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",6.7501,2018-09-06,False,False,6.739,2289
5057,False,57112,Have You Met Claudia?,it,Tu la conosci Claudia?,"Claudia is married with Giovanni, a rather dull type. Meek Giacomo is happily divorced, until he meets her. Aldo is a colorful cabbie with whom she had an affair. Who'll win her heart?",0.9263,2004-12-15,False,False,6.739,1067
5058,False,37777,Soap and Water,it,Acqua e sapone,A school janitor pretends to be a priest in order to give private lessons to a young top model.,1.2988,1983-10-27,False,False,6.7,372
5059,False,12233,Oliver & Company,en,Oliver & Company,"Putting its own 'twist' on the story of Oliver Twist, the orange runt of a litter of kittens must fight for survival on the rough streets on New York City, finding unlikely friends in the dogs owned by a down-on-his luck man named Fagin. Soon, Oliver and his new band of comrades must fight for survival when Fagin is unable to pay his debts.",7.1178,1988-11-18,False,False,6.739,1743
5060,False,6312,Brotherhood of the Wolf,fr,Le Pacte des loups,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",5.7466,2001-01-31,False,False,6.739,1795
5061,False,634,Bridget Jones's Diary,en,Bridget Jones's Diary,"Bridget Jones is an average woman struggling against expectations. As a New Year's resolution, Bridget decides to take control of her life, starting by keeping a diary in which she will always tell the complete truth. Her charming boss takes an interest in her, and she cannot stop running into a rather disagreeable acquaintance whom Bridget cannot help finding quietly attractive.",8.0686,2001-04-13,False,False,6.739,5620
5062,False,21481,Twitches,en,Twitches,"Twins separated at birth, Camryn and Alex meet by chance for the first time on their 21st birthday and discover they're witches with the power to save their homeland of Coventry from the evil that threatens it. But when Camryn leaves Alex to face the darkness alone, will Coventry be doomed? Or will the sisters multiply their magic by standing together?",4.6009,2005-10-14,False,False,6.738,557
5063,False,11507,Body Double,en,Body Double,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous woman dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers—with porn actress Holly Body as his guide.",6.114,1984-10-25,False,False,6.738,952
5064,False,790,The Fog,en,The Fog,"Strange things begin to occur as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",6.365,1980-02-01,False,False,6.739,1806
5065,False,181808,Star Wars: The Last Jedi,en,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",21.3986,2017-12-13,False,False,6.737,16656
5066,False,25284,The Last Seduction,en,The Last Seduction,A devious femme fatale steals her husband’s drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,2.9088,1994-05-26,False,False,6.737,449
5067,False,21385,"Mickey, Donald, Goofy: The Three Musketeers",en,"Mickey, Donald, Goofy: The Three Musketeers","In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",6.1531,2004-08-04,False,False,6.737,1003
5068,False,11548,*batteries not included,en,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",4.4225,1987-12-18,False,False,6.739,833
5069,False,933131,Badland Hunters,ko,황야,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.",6.8935,2024-01-26,False,False,6.736,828
5070,False,795813,I'm Your Man,de,Ich bin dein Mensch,"Alma is a scientist coerced into participating in an extraordinary study in order to obtain research funds for her work. For three weeks, she has to live with a humanoid robot tailored to her character and needs, whose artificial intelligence is designed to be the perfect life partner for her. Enter Tom, a machine in human form in a class of its own, created solely to make her happy.",2.9383,2021-07-01,False,False,6.736,379
5071,False,14924,Sid and Nancy,en,Sid and Nancy,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",4.0401,1986-09-12,False,False,6.736,588
5072,False,14022,Slacker,en,Slacker,"Austin, Texas, is an Eden for the young and unambitious, from the enthusiastically eccentric to the dangerously apathetic. Here, the nobly lazy can eschew responsibility in favor of nursing their esoteric obsessions. The locals include a backseat philosopher who passionately expounds on his dream theories to a seemingly comatose cabbie, a young woman who tries to hawk Madonna's Pap test to anyone who will listen and a kindly old anarchist looking for recruits.",2.5762,1990-07-27,False,False,6.737,348
5073,False,467632,Bad Samaritan,en,Bad Samaritan,"A thief makes a disturbing discovery in the house where he breaks in. Later, when he returns to the same house with his partner in crime, things are no longer how he expected.",4.7702,2018-04-19,False,False,6.735,793
5074,False,335795,Monster High: The Movie,en,Monster High: The Movie,"Clawdeen Wolf, half human and half werewolf, has recently started attending Monster High, a school for monsters in all forms. After quickly befriending her classmates Frankie Stein and Draculaura, Clawdeen feels like she has finally found a place where she can truly be herself, or so she thinks. Soon, a devious plan to destroy Monster High threatens to reveal her real identity and Clawdeen must learn to embrace her true monster heart before it's too late.",3.074,2022-10-06,False,False,6.735,312
5075,False,2926,The Three Musketeers,en,The Three Musketeers,"In 17th century France, young D'Artagnan wants to join the King's Musketeers, but instead befriends three legendary musketeers—Athos, Porthos, and Aramis—and together, they become embroiled in the political intrigue surrounding King Louis XIII and his adversaries, particularly the powerful Cardinal Richelieu.",3.9046,1973-12-11,False,False,6.7,377
5076,False,591,The Da Vinci Code,en,The Da Vinci Code,"A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",16.3557,2006-05-17,False,False,6.735,10300
5077,False,538225,Deadwood: The Movie,en,Deadwood: The Movie,"Follow the 10-year reunion of the Deadwood camp to celebrate South Dakota's statehood. Former rivalries are reignited, alliances are tested and old wounds are reopened, as all are left to navigate the inevitable changes that modernity and time have wrought.",3.1447,2019-05-31,False,False,6.734,472
5078,False,448776,A Prayer Before Dawn,en,A Prayer Before Dawn,"The amazing true story of Billy Moore, an English boxer incarcerated in Thailand’s most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments.",3.1202,2018-05-24,False,False,6.734,668
5079,False,416194,The Quake,no,Skjelvet,"A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",3.2707,2018-08-31,False,False,6.734,837
5080,False,399170,Logan Lucky,en,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",8.925,2017-08-17,False,False,6.735,3939
5081,False,256924,Danny Collins,en,Danny Collins,An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.,4.6596,2015-03-19,False,False,6.734,595
5082,False,10627,Taps,en,Taps,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.,3.3244,1981-12-20,False,False,6.735,309
5083,False,798645,The Running Man,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",22.256,2025-11-11,False,False,6.734,1951
5084,False,598331,Rumble,en,Rumble,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",6.1828,2021-02-12,False,False,6.7,569
5085,False,419709,Last Flag Flying,en,Last Flag Flying,"Thirty years after serving together in the Vietnam War, Larry, Sal and Richard reunite for a different type of mission: to bury Doc's son, a young Marine killed in Iraq. Forgoing the burial, the trio take the casket on a bittersweet trip up the coast to New Hampshire – along the way reminiscing and coming to terms with the shared memories of a war that continues to shape their lives.",2.1771,2017-11-03,False,False,6.733,504
5086,False,82703,Mr. Peabody & Sherman,en,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",7.6046,2014-02-07,False,False,6.733,2599
5087,False,60307,Diary of a Wimpy Kid: Rodrick Rules,en,Diary of a Wimpy Kid: Rodrick Rules,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",5.9245,2011-03-25,False,False,6.733,1292
5088,False,11592,Serial Mom,en,Serial Mom,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",4.969,1994-04-13,False,False,6.734,787
5089,False,11009,Saturday Night Fever,en,Saturday Night Fever,Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.,7.7302,1977-12-16,False,False,6.735,2145
5090,False,2675,Signs,en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,10.5966,2002-08-02,False,False,6.733,6533
5091,False,635910,The Last Voyage of the Demeter,en,The Last Voyage of the Demeter,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,7.1158,2023-08-09,False,False,6.732,2029
5092,False,294254,Maze Runner: The Scorch Trials,en,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",13.7589,2015-09-09,False,False,6.732,11229
5093,False,209263,Enough Said,en,Enough Said,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",3.9159,2013-09-18,False,False,6.732,940
5094,False,24767,Iron Will,en,Iron Will,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",2.6859,1994-01-14,False,False,6.732,340
5095,False,11880,Dog Soldiers,en,Dog Soldiers,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",5.2842,2002-05-10,False,False,6.732,1039
5096,False,1870,Fantomas Unleashed,fr,Fantômas se déchaîne,"In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.",2.3185,1965-12-08,False,False,6.7,583
5097,False,298,Ocean's Thirteen,en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",12.2256,2007-06-05,False,False,6.732,7068
5098,False,1003581,Justice League: Warworld,en,Justice League: Warworld,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",2.8481,2023-07-25,False,False,6.731,310
5099,False,580489,Venom: Let There Be Carnage,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",17.1461,2021-09-30,False,False,6.731,11403
5100,False,424783,Bumblebee,en,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",10.6175,2018-11-22,False,False,6.731,6821
5101,False,65760,The Whistleblower,en,The Whistleblower,"Nebraska cop Kathryn Bolkovac discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",2.8199,2010-09-13,False,False,6.731,631
5102,False,15674,Sabrina the Teenage Witch,en,Sabrina the Teenage Witch,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch.",1.8069,1996-04-07,False,False,6.732,352
5103,False,600583,The Power of the Dog,en,The Power of the Dog,"A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",7.546,2021-10-25,False,False,6.73,3042
5104,False,236399,Flowers in the Attic,en,Flowers in the Attic,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother.",4.226,2014-01-18,False,False,6.738,420
5105,False,4108,The Transporter,en,The Transporter,"Former Special Forces officer Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",14.3623,2002-10-02,False,False,6.73,5988
5106,False,649394,Worth,en,Worth,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",2.8296,2021-07-21,False,False,6.73,392
5107,False,438799,Overlord,en,Overlord,"On the eve of D-Day, a team of American paratroopers crash behind enemy lines and come face-to-face with a Nazi threat unlike any the world has ever seen.",6.5826,2018-11-01,False,False,6.729,3226
5108,False,33875,Pokémon Heroes,ja,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,"Ash, Pikachu and the gang try and stop a pair of thieves hiding out in the canals and alleyways of Altomare, the age-old water capital. Joining the adventure are two new legendary Pokémon, a pair of siblings named Latias and Latios, who serve as peacekeepers and protectors of the Soul Dew — a priceless treasure with a mysterious power.",3.5469,2002-07-13,False,False,6.73,407
5109,False,25189,The Mirror Has Two Faces,en,The Mirror Has Two Faces,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",2.8031,1996-11-15,False,False,6.729,397
5110,False,13258,Son of Rambow,en,Son of Rambow,"Will is looking for an escape from his family when he encounters Lee, the school bully. Armed with a video camera and a copy of Rambo, Lee plans to make his own action-packed video epic.",2.3972,2007-01-22,False,False,6.73,505
5111,False,11448,Mighty Aphrodite,en,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",3.024,1995-09-13,False,False,6.729,757
5112,False,2330,Taxi,fr,Taxi,"In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",8.6044,1998-04-08,False,False,6.729,2802
5113,False,51980,Germinal,fr,Germinal,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",1.9507,1993-09-29,False,False,6.7,348
5114,False,13448,Angels & Demons,en,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.",15.6523,2009-04-20,False,False,6.728,7490
5115,False,13312,Inside,fr,À l'intérieur,"Months after a tragic accident, Sarah, a young pregnant woman, must spend Christmas Eve alone in her house before giving birth the next day. But in the middle of the night, a creepy visitor knocks at her door willing to do anything to get what they want, setting off a night of pure terror.",3.8732,2007-06-13,False,False,6.737,960
5116,False,12508,Rock Star,en,Rock Star,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his bandmates kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",4.2178,2001-09-04,False,False,6.728,835
5117,False,310,Bruce Almighty,en,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.",15.7008,2003-05-23,False,False,6.728,11717
5118,False,983282,The Artifice Girl,en,The Artifice Girl,"A team of special agents discovers a revolutionary new computer program to bait and trap online predators. After teaming up with the program's troubled developer, they soon find that the AI is rapidly advancing beyond its original purpose.",2.595,2023-04-27,False,False,6.727,332
5119,False,667869,The Life Ahead,it,La vita davanti a sé,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",1.7565,2020-11-03,False,False,6.727,582
5120,False,46420,The Loved Ones,en,The Loved Ones,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",2.3305,2010-11-04,False,False,6.7,864
5121,False,9588,Quigley Down Under,en,Quigley Down Under,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",3.0406,1990-10-17,False,False,6.727,442
5122,False,7191,Cloverfield,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",9.2669,2008-01-15,False,False,6.728,8090
5123,False,950,Ice Age: The Meltdown,en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",15.9315,2006-03-29,False,False,6.727,10532
5124,False,943,Lethal Weapon 3,en,Lethal Weapon 3,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,10.2844,1992-05-15,False,False,6.727,3357
5125,False,460059,Burn Out,fr,Burn Out,"Tony, a promising young motorcycle racer, is forced to do perilous drug runs to save the mother of his child from a dangerous mobster.",2.2435,2018-01-03,False,False,6.726,466
5126,False,376570,Hush,en,Hush,A deaf woman is stalked by a psychotic killer in her secluded home.,4.3314,2016-03-12,False,False,6.726,4941
5127,False,297725,The Man Who Killed Don Quixote,en,The Man Who Killed Don Quixote,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",5.1009,2018-05-19,False,False,6.726,1098
5128,False,24106,The Black Cat,en,The Black Cat,"After a road accident in Hungary, the American honeymooners Joan and Peter and the enigmatic Dr. Werdegast find refuge in the house of the famed architect Hjalmar Poelzig, who shares a dark past with the doctor.",2.0334,1934-05-07,False,False,6.7,312
5129,False,16241,The Boys from Brazil,en,The Boys from Brazil,"Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot, masterminded by Dr. Josef Mengele, to rekindle the Third Reich.",3.7421,1978-10-05,False,False,6.727,463
5130,False,10649,The Enforcer,en,The Enforcer,"Dirty Harry Callahan returns again, this time saddled with a rookie female partner. Together, they must stop a terrorist group consisting of angry Vietnam veterans.",6.2346,1976-12-16,False,False,6.725,1023
5131,False,548066,Level 16,en,Level 16,"The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",2.9332,2018-02-20,False,False,6.725,755
5132,False,276844,The Little Death,en,The Little Death,A comedy film that looks into the loosely connected lives of people with strange sexual fantasies.,3.6612,2014-06-13,False,False,6.725,550
5133,False,198185,Million Dollar Arm,en,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",2.5572,2014-05-09,False,False,6.725,684
5134,False,186161,The Gilded Cage,fr,La Cage Dorée,"In the beautiful area of ​​Paris, Maria and José Ribeiro lived for almost thirty years on the ground floor of a Haussmann building, in their dear little lodge.",1.4939,2013-04-19,False,False,6.725,362
5135,False,170687,The Boxtrolls,en,The Boxtrolls,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",8.7829,2014-09-10,False,False,6.725,1855
5136,False,43645,The Little Devil,it,Il piccolo diavolo,"Father Maurice, a priest living in a residential college for priests in Rome, is called out one day to ""exorcise"" the devil from someone. The devil turns out to be in the form of a fun-loving man called Giuditta. What Father Maurice doesn't know is that this type of devil will turn his life around.",2.2408,1988-07-01,False,False,6.7,440
5137,False,13851,Batman: Gotham Knight,en,Batman: Gotham Knight,Six interlocking stories reveal Bruce Wayne's earliest adventures as Batman and the steps he took to become the grim avenger of Gotham City.,3.5987,2008-07-08,False,False,6.7,790
5138,False,13640,Superman: Doomsday,en,Superman: Doomsday,"When LexCorp accidentally unleashes a murderous creature, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s.",3.6329,2007-09-18,False,False,6.725,720
5139,False,11240,My Beautiful Laundrette,en,My Beautiful Laundrette,"A young Pakistani Briton manages a rundown laundrette with his lover while dealing with tension in his family, the local Pakistani community, and a persistent mob of skinheads.",2.2871,1985-11-16,False,False,6.7,324
5140,False,9789,My Brother Is an Only Child,it,Mio fratello è figlio unico,"Accio and Manrico are siblings from a working-class family in 1960s Italy: older Manrico is handsome, charismatic, and loved by all, while younger Accio is sulky, hot-headed, and treats life as a battleground — much to his parents' chagrin. After the former is drawn into left-wing politics, Accio joins the fascists out of spite, but his flimsy beliefs are put to test when he falls for Manrico's like-minded girlfriend.",1.8764,2007-03-28,False,False,6.725,416
5141,False,7446,Tropic Thunder,en,Tropic Thunder,"A group of self-absorbed actors set out to make the most expensive war film ever. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",10.9814,2008-08-09,False,False,6.725,7182
5142,False,919573,The Innocent,fr,L'Innocent,"Sylvie, a nearly sixty-year-old woman, has fallen in love with Michel, a thug she marries in prison. The couple dream of starting again with a clean slate by opening a flower shop. But Sylvie’s son Abel, convinced that Michel will fall into a life of crime, disapproves of this relationship.",2.6193,2022-10-12,False,False,6.724,381
5143,False,74513,Special Forces,fr,Forces spéciales,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",4.2742,2011-11-02,False,False,6.724,646
5144,False,19200,Shadows and Fog,en,Shadows and Fog,"With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer.",3.4204,1991-12-05,False,False,6.724,414
5145,False,5255,The Polar Express,en,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",11.3076,2004-11-10,False,False,6.725,7020
5146,False,53957,La matassa,it,La matassa,"Two cousins haven't spoken for almost twenty years, thanks to the enmity that their fathers feel toward one another. But an accident suddenly brings the cousins back together and thrusts them deep into the heart of the mafia.",1.7294,2009-03-13,False,False,6.7,493
5147,False,452773,"Tad, the Lost Explorer, and the Secret of King Midas",es,Tadeo Jones 2: El secreto del rey Midas,"Tad dreams of becoming an archaeologist traveling the world, uncovering hidden secrets and lost treasure, but his job working construction keeps him daydreaming instead of exploring. The chance of a lifetime comes when he is invited to attend archaeologist Sara Lavrof's presentation of her latest discovery - the papyrus that proves the existence of the Necklace of Midas, the legendary King who turned everything he touched into solid gold.",5.7604,2017-03-25,False,False,6.722,450
